Company,Metric,Period,Value
AMD,Net Income (Normalized),FQ 3Q04,43848
AMD,Net Income (Normalized),FQ 2Q04,34481.49235
AMD,Net Income (Normalized),FQ 1Q04,45091
AMD,Net Income (Normalized),FQ 4Q03,33740
AMD,Net Income (Normalized),FQ 3Q03,-39231
AMD,Net Income (Normalized),FQ 2Q03,-140096
AMD,Net Income (Normalized),FQ 1Q03,-144961.1
AMD,Net Income (Normalized),FQ 4Q02,-639866.25
AMD,Net Income (Normalized),FQ 3Q02,-254171
AMD,Net Income (Normalized),FQ 2Q02,-184938
AMD,Net Income (Normalized),FQ 1Q02,-9163
AMD,Net Income (Normalized),FQ 4Q01,-15842
AMD,Net Income (Normalized),FQ 3Q01,-120779.3377
AMD,Net Income (Normalized),FQ 2Q01,17352
AMD,Net Income (Normalized),FQ 1Q01,124837
AMD,Net Income (Normalized),FQ 4Q00,178032
AMD,Net Income (Normalized),FQ 3Q00,431547
AMD,Net Income (Normalized),FQ 2Q00,207142
AMD,Net Income (Normalized),FQ 1Q00,189349
AMD,Net Income (Normalized),FQ 4Q99,65100
AMD,Net Income (Normalized),FQ 3Q99,-105500
AMD,Net Income (Normalized),FQ 2Q99,79900
AMD,Net Income (Normalized),FQ 1Q99,-128367
AMD,Net Income (Normalized),FQ 4Q98,22300
AMD,Net Income (Normalized),FQ 3Q98,1000
AMD,Net Income (Normalized),FQ 2Q98,-64600
AMD,Net Income (Normalized),FQ 1Q98,-62700
AMD,Net Income (Normalized),FQ 4Q97,-12334
AMD,Net Income (Normalized),FQ 3Q97,-31675
AMD,Net Income (Normalized),FQ 2Q97,9968
AMD,Net Income (Normalized),FQ 1Q97,12951
AMD,Net Income (Normalized),FQ 4Q96,-21243
AMD,Net Income (Normalized),FQ 3Q96,-38362
AMD,Net Income (Normalized),FQ 2Q96,-34672
AMD,Net Income (Normalized),FQ 1Q96,25327
AMD,Net Income (Normalized),FQ 4Q95,-28613
AMD,Net Income (Normalized),FQ 3Q95,56163
AMD,Net Income (Normalized),FQ 2Q95,91985
AMD,Net Income (Normalized),FQ 1Q95,96801
AMD,Net Income (Normalized),FQ 4Q94,40759
AMD,Net Income (Normalized),FQ 3Q94,86686
AMD,Net Income (Normalized),FQ 2Q94,93234
AMD,Net Income (Normalized),FQ 1Q94,84587
AMD,Net Income (Normalized),FQ 4Q93,41700
AMD,Net Income (Normalized),FQ 3Q93,61300
AMD,Net Income (Normalized),FQ 2Q93,64400
AMD,Net Income (Normalized),FQ 1Q93,61500
AMD,Net Income (Normalized),FQ 4Q92,69600
AMD,Net Income (Normalized),FQ 3Q92,49100
AMD,Net Income (Normalized),FQ 2Q92,41400
AMD,Net Income (Normalized),FQ 1Q92,84900
AMD,Net Income (Normalized),FQ 4Q91,106800
AMD,Net Income (Normalized),FQ 3Q91,17100
AMD,Net Income (Normalized),FQ 2Q91,17300
AMD,Net Income (Normalized),FQ 1Q91,4200
AMD,Net Income (Normalized),FQ 4Q90,-43000
AMD,Net Income (Normalized),FQ 3Q90,-17800
AMD,Net Income (Normalized),FQ 2Q90,-5900
AMD,Net Income (Normalized),FQ 1Q90,13100
AMD,Net Income (Normalized),FQ 4Q89,11900
AMD,Net Income (Normalized),FQ 3Q89,12100
AMD,Net Income (Normalized),FQ 2Q89,12100
AMD,Net Income (Normalized),FQ 1Q89,10100
AMD,Net Income (Normalized),FQ 4Q88,-34100
AMD,Net Income (Normalized),FQ 3Q88,7200
AMD,Net Income (Normalized),FQ 2Q88,26100
AMD,Net Income (Normalized),FQ 1Q88,20200
AMD,Net Income (Normalized),FQ 4Q87,-2700
AMD,Net Income (Normalized),FQ 3Q87,-53800
AMD,Net Income (Normalized),FQ 2Q87,-46900
AMD,Net Income (Normalized),FQ 1Q87,-28000
AMD,Net Income (Normalized),FQ 4Q86,-11300
AMD,Net Income (Normalized),FQ 3Q86,-10700
AMD,Net Income (Normalized),FQ 2Q86,-15300
AMD,Net Income (Normalized),FQ 1Q86,700
AMD,Net Income (Normalized),FQ 4Q85,25800
AMD,Net Income (Normalized),FQ 3Q85,29300
AMD,Net Income (Normalized),FQ 2Q85,42100
AMD,Net Income (Normalized),FQ 1Q85,38200
AMD,Research and Development Expenses,FQ 1Q25,1728000
AMD,Research and Development Expenses,FQ 4Q24,1712000
AMD,Research and Development Expenses,FQ 3Q24,1636000
AMD,Research and Development Expenses,FQ 2Q24,1583000
AMD,Research and Development Expenses,FQ 1Q24,1525000
AMD,Research and Development Expenses,FQ 4Q23,1511000
AMD,Research and Development Expenses,FQ 3Q23,1507000
AMD,Research and Development Expenses,FQ 2Q23,1443000
AMD,Research and Development Expenses,FQ 1Q23,1411000
AMD,Research and Development Expenses,FQ 4Q22,1366000
AMD,Research and Development Expenses,FQ 3Q22,1279000
AMD,Research and Development Expenses,FQ 2Q22,1300000
AMD,Research and Development Expenses,FQ 1Q22,1060000
AMD,Research and Development Expenses,FQ 4Q21,811000
AMD,Research and Development Expenses,FQ 3Q21,765000
AMD,Research and Development Expenses,FQ 2Q21,659000
AMD,Research and Development Expenses,FQ 1Q21,610000
AMD,Research and Development Expenses,FQ 4Q20,573000
AMD,Research and Development Expenses,FQ 3Q20,508000
AMD,Research and Development Expenses,FQ 2Q20,460000
AMD,Research and Development Expenses,FQ 1Q20,442000
AMD,Research and Development Expenses,FQ 4Q19,395000
AMD,Research and Development Expenses,FQ 3Q19,406000
AMD,Research and Development Expenses,FQ 2Q19,373000
AMD,Research and Development Expenses,FQ 1Q19,373000
AMD,Research and Development Expenses,FQ 4Q18,371000
AMD,Research and Development Expenses,FQ 3Q18,363000
AMD,Research and Development Expenses,FQ 2Q18,357000
AMD,Research and Development Expenses,FQ 1Q18,343000
AMD,Research and Development Expenses,FQ 4Q17,320000
AMD,Research and Development Expenses,FQ 3Q17,320000
AMD,Research and Development Expenses,FQ 2Q17,285000
AMD,Research and Development Expenses,FQ 1Q17,271000
AMD,Research and Development Expenses,FQ 4Q16,264000
AMD,Research and Development Expenses,FQ 3Q16,259000
AMD,Research and Development Expenses,FQ 2Q16,243000
AMD,Research and Development Expenses,FQ 1Q16,242000
AMD,Research and Development Expenses,FQ 4Q15,229000
AMD,Research and Development Expenses,FQ 3Q15,241000
AMD,Research and Development Expenses,FQ 2Q15,235000
AMD,Research and Development Expenses,FQ 1Q15,242000
AMD,Research and Development Expenses,FQ 4Q14,238000
AMD,Research and Development Expenses,FQ 3Q14,278000
AMD,Research and Development Expenses,FQ 2Q14,277000
AMD,Research and Development Expenses,FQ 1Q14,279000
AMD,Research and Development Expenses,FQ 4Q13,293000
AMD,Research and Development Expenses,FQ 3Q13,288000
AMD,Research and Development Expenses,FQ 2Q13,308000
AMD,Research and Development Expenses,FQ 1Q13,312000
AMD,Research and Development Expenses,FQ 4Q12,313000
AMD,Research and Development Expenses,FQ 3Q12,328000
AMD,Research and Development Expenses,FQ 2Q12,345000
AMD,Research and Development Expenses,FQ 1Q12,368000
AMD,Research and Development Expenses,FQ 4Q11,358000
AMD,Research and Development Expenses,FQ 3Q11,361000
AMD,Research and Development Expenses,FQ 2Q11,367000
AMD,Research and Development Expenses,FQ 1Q11,367000
AMD,Research and Development Expenses,FQ 4Q10,352000
AMD,Research and Development Expenses,FQ 3Q10,359000
AMD,Research and Development Expenses,FQ 2Q10,371000
AMD,Research and Development Expenses,FQ 1Q10,323000
AMD,Research and Development Expenses,FQ 4Q09,432000
AMD,Research and Development Expenses,FQ 3Q09,420000
AMD,Research and Development Expenses,FQ 2Q09,425000
AMD,Research and Development Expenses,FQ 1Q09,444000
AMD,Research and Development Expenses,FQ 4Q08,465000
AMD,Research and Development Expenses,FQ 3Q08,438000
AMD,Research and Development Expenses,FQ 2Q08,467000
AMD,Research and Development Expenses,FQ 1Q08,478000
AMD,Research and Development Expenses,FQ 4Q07,510000
AMD,Research and Development Expenses,FQ 3Q07,431000
AMD,Research and Development Expenses,FQ 2Q07,475000
AMD,Research and Development Expenses,FQ 1Q07,432000
AMD,Research and Development Expenses,FQ 4Q06,370000
AMD,Research and Development Expenses,FQ 3Q06,277000
AMD,Research and Development Expenses,FQ 2Q06,278674
AMD,Research and Development Expenses,FQ 1Q06,264000
AMD,Research and Development Expenses,FQ 4Q05,329301
AMD,Research and Development Expenses,FQ 3Q05,289018
AMD,Research and Development Expenses,FQ 2Q05,272584
AMD,Research and Development Expenses,FQ 1Q05,253122
AMD,Research and Development Expenses,FQ 4Q04,252767
AMD,Research and Development Expenses,FQ 3Q04,230896
AMD,Research and Development Expenses,FQ 2Q04,224821
AMD,Research and Development Expenses,FQ 1Q04,226090
AMD,Research and Development Expenses,FQ 4Q03,226503
AMD,Research and Development Expenses,FQ 3Q03,213997
AMD,Research and Development Expenses,FQ 2Q03,208513
AMD,Research and Development Expenses,FQ 1Q03,203062
AMD,Research and Development Expenses,FQ 4Q02,244848
AMD,Research and Development Expenses,FQ 3Q02,220959
AMD,Research and Development Expenses,FQ 2Q02,178425
AMD,Research and Development Expenses,FQ 1Q02,171882
AMD,Research and Development Expenses,FQ 4Q01,160871
AMD,Research and Development Expenses,FQ 3Q01,161185
AMD,Research and Development Expenses,FQ 2Q01,171114
AMD,Research and Development Expenses,FQ 1Q01,157760
AMD,Research and Development Expenses,FQ 4Q00,162087
AMD,Research and Development Expenses,FQ 3Q00,162764
AMD,Research and Development Expenses,FQ 2Q00,155651
AMD,Research and Development Expenses,FQ 1Q00,161297
AMD,Research and Development Expenses,FQ 4Q99,150900
AMD,Research and Development Expenses,FQ 3Q99,157600
AMD,Research and Development Expenses,FQ 2Q99,167300
AMD,Research and Development Expenses,FQ 1Q99,159946
AMD,Research and Development Expenses,FQ 4Q98,156500
AMD,Research and Development Expenses,FQ 3Q98,143700
AMD,Research and Development Expenses,FQ 2Q98,139200
AMD,Research and Development Expenses,FQ 1Q98,128100
AMD,Research and Development Expenses,FQ 4Q97,127031
AMD,Research and Development Expenses,FQ 3Q97,125917
AMD,Research and Development Expenses,FQ 2Q97,110021
AMD,Research and Development Expenses,FQ 1Q97,104908
AMD,Research and Development Expenses,FQ 4Q96,107499
AMD,Research and Development Expenses,FQ 3Q96,105656
AMD,Research and Development Expenses,FQ 2Q96,92768
AMD,Research and Development Expenses,FQ 1Q96,94780
AMD,Research and Development Expenses,FQ 4Q95,122975
AMD,Research and Development Expenses,FQ 3Q95,100014
AMD,Research and Development Expenses,FQ 2Q95,101032
AMD,Research and Development Expenses,FQ 1Q95,92500
AMD,Research and Development Expenses,FQ 4Q94,76115
AMD,Research and Development Expenses,FQ 3Q94,67759
AMD,Research and Development Expenses,FQ 2Q94,67889
AMD,Research and Development Expenses,FQ 1Q94,68221
AMD,Research and Development Expenses,FQ 4Q93,
AMD,Research and Development Expenses,FQ 3Q93,
AMD,Research and Development Expenses,FQ 2Q93,
AMD,Research and Development Expenses,FQ 1Q93,
AMD,Research and Development Expenses,FQ 4Q92,
AMD,Research and Development Expenses,FQ 3Q92,
AMD,Research and Development Expenses,FQ 2Q92,
AMD,Research and Development Expenses,FQ 1Q92,
AMD,Research and Development Expenses,FQ 4Q91,
AMD,Research and Development Expenses,FQ 3Q91,
AMD,Research and Development Expenses,FQ 2Q91,
AMD,Research and Development Expenses,FQ 1Q91,
AMD,Research and Development Expenses,FQ 4Q90,
AMD,Research and Development Expenses,FQ 3Q90,
AMD,Research and Development Expenses,FQ 2Q90,
AMD,Research and Development Expenses,FQ 1Q90,
AMD,Research and Development Expenses,FQ 4Q89,
AMD,Research and Development Expenses,FQ 3Q89,
AMD,Research and Development Expenses,FQ 2Q89,
AMD,Research and Development Expenses,FQ 1Q89,
AMD,Research and Development Expenses,FQ 4Q88,
AMD,Research and Development Expenses,FQ 3Q88,
AMD,Research and Development Expenses,FQ 2Q88,
AMD,Research and Development Expenses,FQ 1Q88,
AMD,Research and Development Expenses,FQ 4Q87,
AMD,Research and Development Expenses,FQ 3Q87,
AMD,Research and Development Expenses,FQ 2Q87,
AMD,Research and Development Expenses,FQ 1Q87,
AMD,Research and Development Expenses,FQ 4Q86,
AMD,Research and Development Expenses,FQ 3Q86,
AMD,Research and Development Expenses,FQ 2Q86,
AMD,Research and Development Expenses,FQ 1Q86,
AMD,Research and Development Expenses,FQ 4Q85,
AMD,Research and Development Expenses,FQ 3Q85,
AMD,Research and Development Expenses,FQ 2Q85,
AMD,Research and Development Expenses,FQ 1Q85,
AMD,Return on Equity (ROE),FQ 1Q25,0.039046884
AMD,Return on Equity (ROE),FQ 4Q24,0.028974402
AMD,Return on Equity (ROE),FQ 3Q24,0.032539391
AMD,Return on Equity (ROE),FQ 2Q24,0.02428839
AMD,Return on Equity (ROE),FQ 1Q24,0.020152407
AMD,Return on Equity (ROE),FQ 4Q23,0.015502356
AMD,Return on Equity (ROE),FQ 3Q23,0.003794346
AMD,Return on Equity (ROE),FQ 2Q23,-0.001
AMD,Return on Equity (ROE),FQ 1Q23,0.007195214
AMD,Return on Equity (ROE),FQ 4Q22,0.029037665
AMD,Return on Equity (ROE),FQ 3Q22,0.063252392
AMD,Return on Equity (ROE),FQ 2Q22,0.118381241
AMD,Return on Equity (ROE),FQ 1Q22,0.203154189
AMD,Return on Equity (ROE),FQ 4Q21,0.46483594
AMD,Return on Equity (ROE),FQ 3Q21,0.653182806
AMD,Return on Equity (ROE),FQ 2Q21,0.647056608
AMD,Return on Equity (ROE),FQ 1Q21,0.640012432
AMD,Return on Equity (ROE),FQ 4Q20,0.659672548
AMD,Return on Equity (ROE),FQ 3Q20,0.288916645
AMD,Return on Equity (ROE),FQ 2Q20,0.229880719
AMD,Return on Equity (ROE),FQ 1Q20,0.207605081
AMD,Return on Equity (ROE),FQ 4Q19,0.17121912
AMD,Return on Equity (ROE),FQ 3Q19,0.126574612
AMD,Return on Equity (ROE),FQ 2Q19,0.137232361
AMD,Return on Equity (ROE),FQ 1Q19,0.235579421
AMD,Return on Equity (ROE),FQ 4Q18,0.367823619
AMD,Return on Equity (ROE),FQ 3Q18,0.36505867
AMD,Return on Equity (ROE),FQ 2Q18,0.382155421
AMD,Return on Equity (ROE),FQ 1Q18,0.15242755
AMD,Return on Equity (ROE),FQ 4Q17,-0.069974555
AMD,Return on Equity (ROE),FQ 3Q17,-0.153702841
AMD,Return on Equity (ROE),FQ 2Q17,-2.195222405
AMD,Return on Equity (ROE),FQ 1Q17,-7.176870748
AMD,Return on Equity (ROE),FQ 4Q16,
AMD,Return on Equity (ROE),FQ 3Q16,
AMD,Return on Equity (ROE),FQ 2Q16,
AMD,Return on Equity (ROE),FQ 1Q16,
AMD,Return on Equity (ROE),FQ 4Q15,
AMD,Return on Equity (ROE),FQ 3Q15,-17.59541985
AMD,Return on Equity (ROE),FQ 2Q15,-3.2211101
AMD,Return on Equity (ROE),FQ 1Q15,-1.60765277
AMD,Return on Equity (ROE),FQ 4Q14,-0.884547849
AMD,Return on Equity (ROE),FQ 3Q14,0.099009901
AMD,Return on Equity (ROE),FQ 2Q14,0.172413793
AMD,Return on Equity (ROE),FQ 1Q14,0.095006628
AMD,Return on Equity (ROE),FQ 4Q13,-0.181222707
AMD,Return on Equity (ROE),FQ 3Q13,-1.179159049
AMD,Return on Equity (ROE),FQ 2Q13,-1.243417203
AMD,Return on Equity (ROE),FQ 1Q13,-0.898808076
AMD,Return on Equity (ROE),FQ 4Q12,-1.118993568
AMD,Return on Equity (ROE),FQ 3Q12,-0.680067776
AMD,Return on Equity (ROE),FQ 2Q12,-0.440229563
AMD,Return on Equity (ROE),FQ 1Q12,-0.398813448
AMD,Return on Equity (ROE),FQ 4Q11,0.327988338
AMD,Return on Equity (ROE),FQ 3Q11,0.793759513
AMD,Return on Equity (ROE),FQ 2Q11,0.742201506
AMD,Return on Equity (ROE),FQ 1Q11,0.764842595
AMD,Return on Equity (ROE),FQ 4Q10,0.61600837
AMD,Return on Equity (ROE),FQ 3Q10,2.846943329
AMD,Return on Equity (ROE),FQ 2Q10,5.417383821
AMD,Return on Equity (ROE),FQ 1Q10,19.57489879
AMD,Return on Equity (ROE),FQ 4Q09,
AMD,Return on Equity (ROE),FQ 3Q09,-42.82527881
AMD,Return on Equity (ROE),FQ 2Q09,-4.64100346
AMD,Return on Equity (ROE),FQ 1Q09,-2.31344662
AMD,Return on Equity (ROE),FQ 4Q08,-1.407727326
AMD,Return on Equity (ROE),FQ 3Q08,-0.95304417
AMD,Return on Equity (ROE),FQ 2Q08,-0.879729902
AMD,Return on Equity (ROE),FQ 1Q08,-0.686602501
AMD,Return on Equity (ROE),FQ 4Q07,-0.626301103
AMD,Return on Equity (ROE),FQ 3Q07,-0.400617996
AMD,Return on Equity (ROE),FQ 2Q07,-0.320013153
AMD,Return on Equity (ROE),FQ 1Q07,-0.18231035
AMD,Return on Equity (ROE),FQ 4Q06,-0.028677654
AMD,Return on Equity (ROE),FQ 3Q06,0.120947537
AMD,Return on Equity (ROE),FQ 2Q06,0.118749187
AMD,Return on Equity (ROE),FQ 1Q06,0.109383136
AMD,Return on Equity (ROE),FQ 4Q05,0.054732478
AMD,Return on Equity (ROE),FQ 3Q05,0.013926509
AMD,Return on Equity (ROE),FQ 2Q05,0.002802419
AMD,Return on Equity (ROE),FQ 1Q05,0.01061872
AMD,Return on Equity (ROE),FQ 4Q04,0.035086523
AMD,Return on Equity (ROE),FQ 3Q04,0.06699555
AMD,Return on Equity (ROE),FQ 2Q04,0.03725884
AMD,Return on Equity (ROE),FQ 1Q04,-0.035137745
AMD,Return on Equity (ROE),FQ 4Q03,-0.115979831
AMD,Return on Equity (ROE),FQ 3Q03,-0.463910534
AMD,Return on Equity (ROE),FQ 2Q03,-0.503162464
AMD,Return on Equity (ROE),FQ 1Q03,-0.477133896
AMD,Return on Equity (ROE),FQ 4Q02,-0.400054699
AMD,Return on Equity (ROE),FQ 3Q02,-0.132991987
AMD,Return on Equity (ROE),FQ 2Q02,-0.110192275
AMD,Return on Equity (ROE),FQ 1Q02,-0.054742787
AMD,Return on Equity (ROE),FQ 4Q01,-0.017373934
AMD,Return on Equity (ROE),FQ 3Q01,0.039716375
AMD,Return on Equity (ROE),FQ 2Q01,0.241059558
AMD,Return on Equity (ROE),FQ 1Q01,0.336485584
AMD,Return on Equity (ROE),FQ 4Q00,0.396287228
AMD,Return on Equity (ROE),FQ 3Q00,0.390330392
AMD,Return on Equity (ROE),FQ 2Q00,0.169539016
AMD,Return on Equity (ROE),FQ 1Q00,0.11520484
AMD,Return on Equity (ROE),FQ 4Q99,-0.045641738
AMD,Return on Equity (ROE),FQ 3Q99,-0.067961454
AMD,Return on Equity (ROE),FQ 2Q99,-0.013004435
AMD,Return on Equity (ROE),FQ 1Q99,-0.087524421
AMD,Return on Equity (ROE),FQ 4Q98,-0.05280045
AMD,Return on Equity (ROE),FQ 3Q98,-0.070109107
AMD,Return on Equity (ROE),FQ 2Q98,-0.085246434
AMD,Return on Equity (ROE),FQ 1Q98,-0.047547103
AMD,Return on Equity (ROE),FQ 4Q97,-0.010308581
AMD,Return on Equity (ROE),FQ 3Q97,-0.014653019
AMD,Return on Equity (ROE),FQ 2Q97,-0.017870861
AMD,Return on Equity (ROE),FQ 1Q97,-0.039495528
AMD,Return on Equity (ROE),FQ 4Q96,-0.033295343
AMD,Return on Equity (ROE),FQ 3Q96,-0.036859316
AMD,Return on Equity (ROE),FQ 2Q96,0.008867517
AMD,Return on Equity (ROE),FQ 1Q96,0.072170788
AMD,Return on Equity (ROE),FQ 4Q95,0.1120937
AMD,Return on Equity (ROE),FQ 3Q95,0.15508972
AMD,Return on Equity (ROE),FQ 2Q95,0.180721687
AMD,Return on Equity (ROE),FQ 1Q95,0.192576033
AMD,Return on Equity (ROE),FQ 4Q94,0.196873129
AMD,Return on Equity (ROE),FQ 3Q94,0.209139787
AMD,Return on Equity (ROE),FQ 2Q94,0.20408583
AMD,Return on Equity (ROE),FQ 1Q94,0.195562064
AMD,Return on Equity (ROE),FQ 4Q93,0.189194106
AMD,Return on Equity (ROE),FQ 3Q93,0.226746754
AMD,Return on Equity (ROE),FQ 2Q93,0.231757948
AMD,Return on Equity (ROE),FQ 1Q93,0.224837662
AMD,Return on Equity (ROE),FQ 4Q92,0.266890346
AMD,Return on Equity (ROE),FQ 3Q92,0.334471152
AMD,Return on Equity (ROE),FQ 2Q92,0.319948849
AMD,Return on Equity (ROE),FQ 1Q92,0.311218169
AMD,Return on Equity (ROE),FQ 4Q91,0.214148858
AMD,Return on Equity (ROE),FQ 3Q91,-0.006839114
AMD,Return on Equity (ROE),FQ 2Q91,-0.059297483
AMD,Return on Equity (ROE),FQ 1Q91,-0.093005952
AMD,Return on Equity (ROE),FQ 4Q90,-0.078569335
AMD,Return on Equity (ROE),FQ 3Q90,0.001881876
AMD,Return on Equity (ROE),FQ 2Q90,0.045002164
AMD,Return on Equity (ROE),FQ 1Q90,0.071170259
AMD,Return on Equity (ROE),FQ 4Q89,0.068635236
AMD,Return on Equity (ROE),FQ 3Q89,0.001
AMD,Return on Equity (ROE),FQ 2Q89,
AMD,Return on Equity (ROE),FQ 1Q89,
AMD,Return on Equity (ROE),FQ 4Q88,0.029585345
AMD,Return on Equity (ROE),FQ 3Q88,
AMD,Return on Equity (ROE),FQ 2Q88,
AMD,Return on Equity (ROE),FQ 1Q88,
AMD,Return on Equity (ROE),FQ 4Q87,-0.072889832
AMD,Return on Equity (ROE),FQ 3Q87,
AMD,Return on Equity (ROE),FQ 2Q87,
AMD,Return on Equity (ROE),FQ 1Q87,
AMD,Return on Equity (ROE),FQ 4Q86,-0.087675171
AMD,Return on Equity (ROE),FQ 3Q86,
AMD,Return on Equity (ROE),FQ 2Q86,
AMD,Return on Equity (ROE),FQ 1Q86,
AMD,Return on Equity (ROE),FQ 4Q85,0.373878227
AMD,Return on Equity (ROE),FQ 3Q85,
AMD,Return on Equity (ROE),FQ 2Q85,
AMD,Return on Equity (ROE),FQ 1Q85,
AMD,Return on Invested Capital (ROIC),FQ 1Q25,0.035902042
AMD,Return on Invested Capital (ROIC),FQ 4Q24,0.026499187
AMD,Return on Invested Capital (ROIC),FQ 3Q24,0.029637429
AMD,Return on Invested Capital (ROIC),FQ 2Q24,0.021739346
AMD,Return on Invested Capital (ROIC),FQ 1Q24,0.017789687
AMD,Return on Invested Capital (ROIC),FQ 4Q23,0.013367693
AMD,Return on Invested Capital (ROIC),FQ 3Q23,0.004057868
AMD,Return on Invested Capital (ROIC),FQ 2Q23,0.001
AMD,Return on Invested Capital (ROIC),FQ 1Q23,0.007326353
AMD,Return on Invested Capital (ROIC),FQ 4Q22,0.027988045
AMD,Return on Invested Capital (ROIC),FQ 3Q22,0.061714633
AMD,Return on Invested Capital (ROIC),FQ 2Q22,0.1137057
AMD,Return on Invested Capital (ROIC),FQ 1Q22,0.194228824
AMD,Return on Invested Capital (ROIC),FQ 4Q21,0.43160206
AMD,Return on Invested Capital (ROIC),FQ 3Q21,0.60112578
AMD,Return on Invested Capital (ROIC),FQ 2Q21,0.583085508
AMD,Return on Invested Capital (ROIC),FQ 1Q21,0.564197315
AMD,Return on Invested Capital (ROIC),FQ 4Q20,0.56569407
AMD,Return on Invested Capital (ROIC),FQ 3Q20,0.239193352
AMD,Return on Invested Capital (ROIC),FQ 2Q20,0.183851242
AMD,Return on Invested Capital (ROIC),FQ 1Q20,0.162008596
AMD,Return on Invested Capital (ROIC),FQ 4Q19,0.132259475
AMD,Return on Invested Capital (ROIC),FQ 3Q19,0.09367824
AMD,Return on Invested Capital (ROIC),FQ 2Q19,0.095672579
AMD,Return on Invested Capital (ROIC),FQ 1Q19,0.138238837
AMD,Return on Invested Capital (ROIC),FQ 4Q18,0.182223696
AMD,Return on Invested Capital (ROIC),FQ 3Q18,0.182246842
AMD,Return on Invested Capital (ROIC),FQ 2Q18,0.170704346
AMD,Return on Invested Capital (ROIC),FQ 1Q18,0.091250186
AMD,Return on Invested Capital (ROIC),FQ 4Q17,0.020658968
AMD,Return on Invested Capital (ROIC),FQ 3Q17,0.005388273
AMD,Return on Invested Capital (ROIC),FQ 2Q17,-0.241224315
AMD,Return on Invested Capital (ROIC),FQ 1Q17,-0.180893649
AMD,Return on Invested Capital (ROIC),FQ 4Q16,-0.219219544
AMD,Return on Invested Capital (ROIC),FQ 3Q16,-0.241419991
AMD,Return on Invested Capital (ROIC),FQ 2Q16,-0.12845787
AMD,Return on Invested Capital (ROIC),FQ 1Q16,-0.249115715
AMD,Return on Invested Capital (ROIC),FQ 4Q15,-0.267020169
AMD,Return on Invested Capital (ROIC),FQ 3Q15,-0.359787438
AMD,Return on Invested Capital (ROIC),FQ 2Q15,-0.248491766
AMD,Return on Invested Capital (ROIC),FQ 1Q15,-0.180261203
AMD,Return on Invested Capital (ROIC),FQ 4Q14,-0.109871032
AMD,Return on Invested Capital (ROIC),FQ 3Q14,0.0780756
AMD,Return on Invested Capital (ROIC),FQ 2Q14,0.096276768
AMD,Return on Invested Capital (ROIC),FQ 1Q14,0.076135469
AMD,Return on Invested Capital (ROIC),FQ 4Q13,0.012789306
AMD,Return on Invested Capital (ROIC),FQ 3Q13,-0.205757506
AMD,Return on Invested Capital (ROIC),FQ 2Q13,-0.272112842
AMD,Return on Invested Capital (ROIC),FQ 1Q13,-0.199621769
AMD,Return on Invested Capital (ROIC),FQ 4Q12,-0.330869285
AMD,Return on Invested Capital (ROIC),FQ 3Q12,-0.217891606
AMD,Return on Invested Capital (ROIC),FQ 2Q12,-0.136967556
AMD,Return on Invested Capital (ROIC),FQ 1Q12,-0.124152217
AMD,Return on Invested Capital (ROIC),FQ 4Q11,0.164198937
AMD,Return on Invested Capital (ROIC),FQ 3Q11,0.339310984
AMD,Return on Invested Capital (ROIC),FQ 2Q11,0.291739222
AMD,Return on Invested Capital (ROIC),FQ 1Q11,0.27091248
AMD,Return on Invested Capital (ROIC),FQ 4Q10,0.169134821
AMD,Return on Invested Capital (ROIC),FQ 3Q10,0.351913744
AMD,Return on Invested Capital (ROIC),FQ 2Q10,0.313325027
AMD,Return on Invested Capital (ROIC),FQ 1Q10,0.211748443
AMD,Return on Invested Capital (ROIC),FQ 4Q09,0.099543223
AMD,Return on Invested Capital (ROIC),FQ 3Q09,-0.336327804
AMD,Return on Invested Capital (ROIC),FQ 2Q09,-0.304376658
AMD,Return on Invested Capital (ROIC),FQ 1Q09,-0.341483219
AMD,Return on Invested Capital (ROIC),FQ 4Q08,-0.309349052
AMD,Return on Invested Capital (ROIC),FQ 3Q08,-0.299502288
AMD,Return on Invested Capital (ROIC),FQ 2Q08,-0.316525327
AMD,Return on Invested Capital (ROIC),FQ 1Q08,-0.289653675
AMD,Return on Invested Capital (ROIC),FQ 4Q07,-0.295729284
AMD,Return on Invested Capital (ROIC),FQ 3Q07,-0.217723093
AMD,Return on Invested Capital (ROIC),FQ 2Q07,-0.196209679
AMD,Return on Invested Capital (ROIC),FQ 1Q07,-0.127274713
AMD,Return on Invested Capital (ROIC),FQ 4Q06,-0.02109977
AMD,Return on Invested Capital (ROIC),FQ 3Q06,0.089909188
AMD,Return on Invested Capital (ROIC),FQ 2Q06,0.080341408
AMD,Return on Invested Capital (ROIC),FQ 1Q06,0.066957969
AMD,Return on Invested Capital (ROIC),FQ 4Q05,0.03001162
AMD,Return on Invested Capital (ROIC),FQ 3Q05,0.007124126
AMD,Return on Invested Capital (ROIC),FQ 2Q05,0.001414797
AMD,Return on Invested Capital (ROIC),FQ 1Q05,0.005270729
AMD,Return on Invested Capital (ROIC),FQ 4Q04,0.016989877
AMD,Return on Invested Capital (ROIC),FQ 3Q04,0.031366604
AMD,Return on Invested Capital (ROIC),FQ 2Q04,0.018044161
